-44.5665520239,-100.04354808,0.0007221919,0.0144670741,0.07508119,20.71199,26.58682,-36.9137428457
-46.7016088761,-101.2609936,0.0006435917,0.014606044,0.07521226,20.77353,26.26869,-24.2054682765
-45.5430367183,-102.6437185,0.0006083516,0.0145649302,0.075329745,20.69144,25.97289,-41.1030538873
-43.702821813,-103.5049225,0.0005899878,0.0143787614,0.07544137,20.47197,25.7059,-43.0975659598
-43.136446745,-103.1947836,0.0005892217,0.0139067029,0.075512185,19.95735,25.45182,-33.1695795753
-40.1336943686,-102.3171581,0.0005916068,0.0133954523,0.07560489,19.38424,25.23869,-23.5629853494
-38.946250679,-101.12259042,0.0006009101,0.0128650722,0.075704275,18.78068,25.04539,-10.4160231796
-39.4334150877,-100.0305197,0.0006044256,0.0122555444,0.075777825,18.05411,24.85213,-14.8051676019
-39.2872085488,-96.3960511,0.0006008463,0.0118630815,0.075855855,17.56543,24.66687,-10.6511291562
-41.9462715975,-95.2580513,0.0005850322,0.011822798,0.07594827,17.49546,24.45812,-36.259971886
-48.781206445,-97.477216,0.0005908313,0.0117441328,0.07606369,17.40599,24.17709,-42.8877026589
-53.5490746698,-98.73903247,0.0006001569,0.0113082117,0.07622212,16.8594,23.84523,-45.3812853322
-47.4235082604,-99.1779401,0.0005905583,0.011149663,0.07633521,16.64215,23.5873,-51.535154655
-40.0610960326,-99.282764,0.0005895542,0.0109792079,0.076398795,16.41623,23.41802,-41.6687463467
-38.1316483368,-78.841409,0.0005837108,0.0110055064,0.07644946,16.44901,23.27365,-39.3558401009
-36.6640844413,-12.407211,0.0005695503,0.0116540419,0.07647367,17.28731,23.14555,-40.8422193883
-22.5266079308,83.448711,0.000593067,0.0121059088,0.0763993,17.89414,23.17063,-0.514673639
41.2262541446,179.237796,0.0005974892,0.0128025522,0.075909,18.7461,23.91084,109.3783050422
61.8205886879,273.86892,0.0005789831,0.0137920862,0.075335875,19.86226,24.83764,92.8602611815
65.7365746674,355.94013,0.0005647266,0.0149199566,0.07481552,21.06138,25.74898,209.2700980068
40.3409058307,428.69338,0.000555332,0.0160329023,0.07450835,22.17485,26.30727,297.0493336204
90.7605393925,489.12483,0.0005606184,0.0166898566,0.073938385,22.80853,27.37511,384.7286316716
170.6707120465,533.07287,0.0005437711,0.018048619,0.07283084,24.03207,29.30121,371.835099199
148.164717226,564.79193,0.0005219212,0.0186256876,0.0720438,24.50856,30.87735,364.7181287951
146.7538707912,577.14086,0.000541357,0.0193526752,0.07129288,25.13497,32.30475,328.2027844827
144.2097362831,577.12822,0.0005301452,0.0201797052,0.07066506,25.79609,33.5793,339.0072937277
157.5973173435,561.87598,0.0004947055,0.0207727989,0.06993599,26.2295,34.95557,234.7062560745
87.8378735571,538.85287,0.0004764308,0.0217037069,0.069800095,26.9285,35.47311,292.0544314664
45.3100694075,494.5943,0.0004820127,0.0223750555,0.069982595,27.42732,35.50965,348.2960419484
44.8198104728,450.69009,0.0004759838,0.0226522703,0.07011263,27.61901,35.56528,234.7952375234
-29.7296168173,381.09004,0.0004754037,0.0234016254,0.070630575,28.15576,34.76167,319.7189459906
-11.9308949913,296.07578,0.0004799962,0.0237626275,0.070984435,28.41192,34.2276,244.3787324629
30.9644585683,215.519116,0.0004711465,0.0236659334,0.07098942,28.33752,34.261,121.7854483483
-14.2961337218,122.597197,0.0004806439,0.0239914411,0.07125066,28.57116,33.81674,157.9918002619
-48.3248921223,18.822379,0.0004946255,0.0236913857,0.07173013,28.37324,33.02324,52.0397104588
-22.4528932029,-66.90755,0.0005183903,0.0232611155,0.0720026,28.0897,32.58808,4.5341990162
-31.7299840743,-112.90118,0.0005620542,0.0220183596,0.07227151,27.22287,32.10233,-0.9418154956
-53.1801040371,-117.102264,0.0006744878,0.0194949079,0.072633165,25.33973,31.42598,21.4002477119
-65.3566409991,-114.725987,0.0008023393,0.0173608156,0.07303471,23.61681,30.66156,-3.823181151
-72.3483793302,-108.786738,0.0008299899,0.0165482612,0.073423465,22.90247,29.86174,-4.2496205921
-68.6169334209,-105.161905,0.0008529531,0.0160084244,0.073762085,22.41843,29.14482,-0.8839897621
-61.6641732893,-102.154251,0.0008562741,0.0155405651,0.074073485,21.96851,28.54157,-2.6414930889
-56.4897701841,-99.0439152,0.0008543417,0.0153293441,0.074327045,21.75929,28.0259,-0.1939414494
-53.0152493738,-95.9908318,0.0008458222,0.0154350454,0.074546625,21.85646,27.57393,-10.2085372952
-53.4710317303,-95.8789189,0.0008366277,0.0147938503,0.0747342,21.19954,27.13629,2.4659775247
-51.2044411308,-99.8979998277,0.0008315611,0.0134023197,0.074898895,19.69486,26.73989,-18.9585935366
-48.4811033125,-102.28291423,0.0006910764,0.0139944583,0.07504557,20.1903,26.38845,-29.6800277271
-48.9536616056,-103.3991028,0.0005645162,0.0140100374,0.075185915,20.06617,26.04357,-17.802845299
-46.9987604059,-104.0976343,0.0005249352,0.0138649852,0.07530126,19.85894,25.73186,-21.4155039407
-47.1054167087,-104.7226822,0.0005189224,0.0134853354,0.075454105,19.42183,25.42778,-14.9981440074
-47.37857155,-104.491876,0.0005082397,0.0131880398,0.07559058,19.0658,25.12766,-33.1533213417
-45.5812575479,-105.4772661842,0.0005006309,0.0129380441,0.07570375,18.76257,24.8541,-33.3055380174
-43.226591341,-105.57429205,0.0004987326,0.0126569547,0.07580833,18.42214,24.61392,-30.3162141815
-38.1714025785,-106.4002981,0.0004962723,0.0123677717,0.07585461,18.06425,24.4382,-43.3033417254
-38.6358211212,-106.658288,0.0004920264,0.0121202173,0.07586551,17.75089,24.26269,-51.6131238965
-39.5475160706,-106.1105815,0.00049127,0.0118456098,0.075938185,17.40393,24.08226,-48.700239792
-38.905022034,-104.5242729,0.0004941242,0.0115567263,0.07599841,17.0372,23.9144,-40.4303978217
-40.3965642666,-104.0194764,0.0004991189,0.0112419027,0.07605653,16.63351,23.73469,-31.2919909451
-43.9653343479,-102.4761706,0.0004999624,0.0109170879,0.07616256,16.20063,23.51889,-38.5257312755
-43.9243116092,-103.0427035,0.0005014232,0.0108687061,0.076248545,16.14258,23.30904,-28.5119989418
-44.58671,-101.57107892,0.0004877897,0.0106784256,0.07630558,15.86729,23.09629,-15.7735366725
-43.8849847685,-99.4978016,0.0004989088,0.0103063228,0.076399285,15.36389,22.89689,-23.062176761
-48.1347003512,-79.653133,0.0005092896,0.0102133002,0.076522645,15.25191,22.65287,-19.1210112881
-47.2127546574,-16.67879,0.0005116015,0.0104898991,0.07661362,15.65755,22.41943,-10.2442946692
-27.7509053523,69.930459,0.0005125076,0.011293374,0.07659681,16.76248,22.40055,5.8433567168
33.9590311062,172.192672,0.0005041282,0.0120685509,0.076153005,17.75217,23.07213,95.5398228129
68.4200285472,264.81851,0.000525889,0.0129726612,0.075523905,18.87881,24.09058,137.1603999338
80.6556903328,346.38972,0.0005550944,0.0141546479,0.074862985,20.25187,25.18651,244.2194490153
57.7183792003,423.11804,0.0005675326,0.0150598842,0.07443315,21.22448,25.95062,223.1697129227
91.3550472505,487.42518,0.0005529651,0.0160571554,0.07383378,22.20982,27.02186,211.7847707659
155.1057809285,529.50829,0.0004988503,0.017879755,0.07286001,23.86011,28.75553,373.4449751144
156.8837403948,559.31802,0.000481733,0.0184902501,0.07199346,24.37789,30.43022,309.8933106692
137.4406916509,577.74609,0.0004965569,0.018645298,0.071349555,24.5159,31.7576,292.4545814588
145.2212578673,580.28385,0.0005256236,0.0190774246,0.07069699,24.89964,33.05862,299.5535922417
160.2589673247,565.28482,0.0005119787,0.019782706,0.0700003,25.46787,34.47684,255.7002663476
96.5560442623,537.6133,0.0004937,0.0206015714,0.069761935,26.10473,35.10891,290.2412172436
38.5595296585,499.18439,0.000480431,0.0208800567,0.06994911,26.30672,35.07739,342.8583320878
